Campaign,TIC,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,total_n_valid_data_points,tstart,tstop
1,29780677,2.4218316078186035,81083.0,81126.0,1621.434403958305,4.646887152295869,9518.0,9561.0,,1340.071716563175,1340.1314389401898
1,29780677,0.17963826656341553,83396.0,83416.0,231.59174897271998,4.078065333250288,11803.0,11823.0,,1343.284226463416,1343.3120043211652
1,142052876,0.015014410018920897,74161.0,74165.0,5.772811690450799,0.40841730975745216,3579.0,3583.0,,1330.4575779634656,1330.4631334610092
1,142052876,0.02200841903686524,76823.0,76831.0,12.725051709777233,0.5498141006972298,6163.0,6171.0,,1334.1547551608842,1334.1658660919668
1,142052876,0.015627503395080566,77660.0,77684.0,37.27068812431121,1.9420713947203765,6967.0,6975.0,,1335.3172359412615,1335.3505687108752
1,142052876,0.0908055305480957,77718.0,77733.0,42.49931734973229,0.607564872131303,7009.0,7023.0,,1335.3977901332096,1335.4186231131641
1,142052876,0.01522207260131836,78410.0,78413.0,4.381121157191636,0.3353843284312612,7697.0,7700.0,,1336.358884590056,1336.3630511827876
1,142052876,0.010119199752807615,79157.0,79164.0,7.784944765852691,0.5325561481551851,8437.0,8444.0,,1337.3963681710713,1337.4060902340034
1,142052876,0.4484443664550781,90441.0,90472.0,193.7945152960944,0.6537992449881723,18025.0,18056.0,,1353.068335452069,1353.1113900998685
1,142052876,0.01457095146179199,90482.0,90485.0,3.7726940476433306,0.3390272708177463,18066.0,18069.0,,1353.1252786955322,1353.1294452741756
1,167894019,0.24891674518585205,74599.0,74609.0,83.2237403542116,1.292761162261998,4017.0,4027.0,,1331.0643664847944,1331.078255338203
1,167894019,0.0934211015701294,80980.0,80988.0,47.6097467938665,1.265971070918018,9415.0,9423.0,,1339.9268125363146,1339.9379236091415
1,167894019,0.0955420732498169,82713.0,82717.0,25.197924215187093,0.9174508087280232,11122.0,11126.0,,1342.3337532840735,1342.3393088351252
1,167894019,0.045072078704833984,83273.0,83277.0,16.141538103176575,1.035261392307165,11680.0,11684.0,,1343.1115305153521,1343.1170860674483
1,167894019,0.08536028861999513,88092.0,88097.0,31.65001281508976,1.07836837328308,15706.0,15711.0,,1349.8045801053786,1349.8115245380702
