c,f
327195,1.014077
327196,0.9936757
327197,0.99546355
327198,0.9977207
327199,0.9864063
327200,0.97991157
327201,0.99437785
327202,1.0017605
327203,2.0092728
327204,1.5347081
327205,1.229831
327206,1.1838157
327207,1.1231626
327208,1.1235558
327209,1.0945181
327210,1.0791372
327211,1.056145
327212,1.0701965
327213,1.0373554
327214,1.0674733
327215,1.0526938
327216,1.0472118
327217,1.0516484
327218,1.0548556
327219,1.053005
327220,1.035652
327221,1.0579048
327222,1.0441896
327223,1.0598446
327224,1.0406128
327225,1.0225453
327226,1.0394589
327227,1.0585506
